,year,to_country_id,performer,song,composers,lyricists,lyrics,youtube_url
957,2005,cs,No Name,Zauvijek Moja,Slaven KnezoviA++,Milan PeriA++,"Tamo, ljubavi, gdje zvone zvona\nTi A++eA! zauvijek bit' samo moja\nTamo gdje i rijeka ljubi more\nDo zore\nZauvijek\n\nTamo visoko, 'za brda ona\nTamo gdje je stara kuA++a moja\nTamo A++u sa tobom, A 3/4 eljo moja\nOstati\n\nTamo, ljubavi, gdje zvone zvona\nTi A++eA! zauvijek bit' samo moja\nTamo gdje i rijeka ljubi more\nDo zore\n\nTamo visoko, 'za brda ona\nTamo gdje je stara kuA++a moja\nTamo A++u sa tobom, A 3/4 eljo moja\nOstati\n\nTi si mi duA!u ranila\nLjepotom me opila\n\nTamo, ljubavi, gdje zvone zvona\nTi A++eA! zauvijek bit' samo moja\nTamo gdje i rijeka ljubi more\nDo zore\n\nTamo visoko, 'za brda ona\nTamo gdje je stara kuA++a moja\nTamo A++u sa tobom, A 3/4 eljo moja\nOstati\nZauvijek",https://youtube.com/watch?v=elqvzo8Qe4Q
958,2005,ch,Vanilla Ninja,Cool Vibes,David Brandes;Jane Tempest,John O'Flynn,"Don't want you to lead me to the dark\nDon't need you to tear my heart apart\nDon't do that, though people say that you're my enemy\nI know you can set me free (Oh oh...)\n\nDon't want you to come so close to me\nDon't need you to blow my fantasy\nBut I know that you are livin' far beyond those lies\nI can see the danger rise in your eyes\n\nCool vibes, why don't you kill me?\nCool vibes, why don't you turn your eyes away?\nCan't you see we're free to die?\nCool vibes, all we can do is fight and pray\n\nCool vibes, why don't you thrill me? (Cool vibes)\nCool vibes, why don't you kill me?\nAll that I can see are shadows of my destiny (Oh oh...)\n\nDon't want you to make me feel afraid\nDon't need you to take away the hate\nBut I know that you will break the seal of mystery\nLeave it to my fantasy, what will be?\n\nCool vibes, why don't you kill me?\nCool vibes, why don't you turn your eyes away?\nCan't you see we're free to die?\nCool vibes, all we can do is fight and pray (Oh oh...)\n\nCool vibes, why don't you thrill me? (Cool vibes)\nCool vibes, why don't you kill me?\nAll that I can see are shadows of my destiny\n\nStay close to me, infinity\nEnigma's what we share\nBut I don't care\nYou'll be there\n\nCool vibes, why don't you kill me? (Cool vibes)\nCool vibes, why don't you turn your eyes away?\nCan't you see we're free to die?\nCool vibes, all we can do is fight and pray\n(For some broken heroes)\n\nCool vibes, why don't you thrill me? (Cool vibes)\nCool vibes, why don't you kill me? (Cool vibes)\nAll that I can see are shadows of my destiny",https://youtube.com/watch?v=dEYN99yDiyE
959,2005,no,Wig Wam,In My Dreams,Trond Holter,,"Come on, come on, come on\nLove is all over me (Over me)\n\nI don't know if this is what it seems\nIs it real or just a fantasy?\nAim to please is all you ever do\nMaking all my fairytales come true\n\nCome on, come on, come on\nLove is all over me (Over me)\nYou are the only one\nLivin' in my fantasy, in my dreams\n\nScared of waking up and you'll be gone\nFace the truth and I'll be all alone\nBaby, let's get into the groove\nShow me all your dirty moves\n\nCome on, come on, come on\nLove is all over me (Over me)\nYou are the only one\nLivin' in my fantasy, in my dreams\n\nCome on, come on, come on\nLove is all over me (Over me)\nYou are the only one\nLivin' in my fantasy, in my dreams\nIn my dreams\n\nIf this ain't real, don't wake me up\nI don't ever wanna stop\nNo, no\n\nCome on, come on, come on\nLove is all over me\nYou are the only one\nLivin' in my fantasy, in my dreams\n\nCome on, come on, come on\nLove is all over me\nYou are the only one\nLivin' in my fantasy, in my dreams\n\n(Come on, come on, come on)\n(Love is all over me) Ooh...\n(You are the only one)\n(Livin' in my fantasy)\nIn my dreams",https://youtube.com/watch?v=P-ki-HZrxJM
960,2005,dk,Jakob Sveistrup,Talking To You,"Andreas MA,rck;Jacob Launbjerg",,"You nailed me to the floor with just one look\nI'll sail any ocean, to show my devotion\nIf only I could open up your eyes\nAnd get your attention, a brand new dimension\n\nConnect your inner line\nAnd tell me that you're mine\nM-mh, yeah\n\nI'm talking to you, through my heart\nTalking to you girl, just tell me where to start\nI wanna get through, right away\nWanna get through now, can't wait another day\n\nYou're all I hoped to find\nI've never felt like this before\nI got to make you mine\n\nI wonder how it feels to be with you\nImagination, my sweet temptation\nI just can't get enough\nI'm desperate, desperate for your love\n\nI'm talking to you, through my heart\nTalking to you girl, just tell me where to start\nI wanna get through, right away\nWanna get through now, can't wait another day\n\nYou're all I hoped to find\nI've never felt like this before\nI've got to make you mine\n\n(I'm talking to, I'm talking to you)\nI'm talking to you, baby\n(I wanna get, I wanna get through)\nI wanna get through\n\n(I'm talking to you, through my heart)\nTalking to you girl, just tell me where to start\n(I wanna get through, right away)\nWanna get through (wanna get through now)\nCan't wait another day\n\nYou're all I hoped to find\nI've never felt like this before\nI know you will be mine\n\nI'm talking to you",https://youtube.com/watch?v=409tasQxq2s
961,2005,hr,Boris Novkovic feat. Lado members,Vukovi Umiru Sami,Franjo ValentiA++,Boris NovkoviA++,"TiA!ina k'o sidro veA 3/4 e mrak\nU meni polako kopni strah\nOvaj ljubav je bila priviA'enje\nNije ovo moje vrijeme\n\nDo zore je ostao joA! koji sat\nA vani nemir, k'o da je rat\nOblaAim kaput i odlazim\nDa sve zaboravim\n\nI opet Dunavom plove brodovi\nA ti viA!e za mene ne brini\nK'o liA!A++e sam, vjetar me raznosi\nVukovi umiru sami\n\nI opet Dunavom plove brodovi\nA ti viA!e za mene ne brini\nK'o liA!A++e sam, vjetar me raznosi\nVukovi umiru sami\n\nTiA!ina k'o sidro veA 3/4 e mrak\nU meni polako kopni strah\nOblaAim kaput i odlazim\nDa sve zaboravim\n\nI opet Dunavom plove brodovi\nA ti viA!e za mene ne brini\nK'o liA!A++e sam, vjetar me raznosi\nVukovi umiru sami\n\n(Dunavom, Dunavom)\n(Dunavom, Dunavom)\n(Dunavom, Dunavom)\n(Dunavom)\n\nI opet (Dunavom plove brodovi)\nA ti viA!e za mene ne brini\nK'o liA!A++e sam, vjetar me raznosi\nVukovi umiru sami\n\nK'o liA!A++e sam, vjetar me raznosi\nVukovi umiru sami\n\n(Dunavom)",https://youtube.com/watch?v=UqAKFyZw2Ls
962,2005,hu,NOX,Forogj VilA!g,Szabolcs Harmath,Attila Valla,"Forogj, vilA!g\nSodorj a fA(c)nyre\nVagy nem A(c)lek holnap mA!r\nVad A(c)jszakA!d\nMegAPl, bA!r csA3kkal vA!r\n\nNe bA!nts, vilA!g\nNe APlelj, ne A(c)rezz\nSzerelmed jobban fA!j\nNe jA!tssz, vilA!g\nEressz, ha boldog tA!j hAv\n\nHA!jnA!nA! nA!nA!nA!... hA!jnA!nA! nA!nA!nA!...\nElvA!gyom rA(c)ges-rA(c)gen mA!shovA!\nHA!jnA!nA! nA!nA!nA!... hA!jnA!nA! nA!nA!nA!...\nNem lA!tok fA(c)nyt, nem vA!rok rA!d\n\nHA!jnA!nA! nA!nA!nA!... hA!jnA!nA! nA!nA!nA!...\nEltA+-nAPk A(c)gen-fAPldAPn bA!rhovA!\nHA!jnA!nA! nA!nA!nA!... hA!jnA!nA! nA!nA!nA!...\nAgy vA!lhat minden bA!nat A!lommA!\n\nForogj, vilA!g\nSAPtA(c)tben fA!zom\nA remA(c)nyek vA(c)gA(c)n jA!rsz\nBolond vilA!g\nTA 1/4 zelsz, de jA(c)ggA(c) vA!lsz\n\nNe bA!nts, vilA!g\nUtad nem jA!rom\nNe kA(c)rj, ne hAvj, ne lA!ss\nNe bA!ndd, vilA!g\nTied lett minden mA!s szAv\n\nHA!jnA!nA! nA!nA!nA!... hA!jnA!nA! nA!nA!nA!...\nElvA!gyom rA(c)ges-rA(c)gen mA!shovA!\nHA!jnA!nA! nA!nA!nA!... hA!jnA!nA! nA!nA!nA!...\nNem lA!tok fA(c)nyt, nem vA!rok rA!d\n\nHA!jnA!nA! nA!nA!nA!... hA!jnA!nA! nA!nA!nA!...\nEltA+-nAPk A(c)gen-fAPldAPn bA!rhovA!\nHA!jnA!nA! nA!nA!nA!... hA!jnA!nA! nA!nA!nA!...\nAgy vA!lhat minden bA!nat A!lommA!",https://youtube.com/watch?v=ib-HrBr169A
963,2005,tr,GA 1/4 lseren,Rimi Rimi Ley,ErdinASS TunASS,GAPksan Arman,"Rimi rimi ley li, ley li limi ley\nRimi rimi ley li, ley li limi ley\nRimi rimi ley li, ley li limi ley\nRimi rimi ley li, ley li limi ley, hey...\n\nYamah-ah...\nMA 1/4 ptela olmuAY aAYkA+-m bak aAYkA+-na\nMA 1/4 ptela olmuAY, dAPnmA 1/4 AYA 1/4 m AYaAYkA+-na\nLey limi ley, rimi rimi ley\nAAYk deAYil bu, sanki bir ceza bana\nLey limi ley, rimi rimi ley\nAAYk deAYil bu, sanki bir kara sevda\n\nAAYk mA+- yordu seni, zalim?\nA++ok seviyordu seni kalbim\nAcA+-nasA+- bak AYu deli halim\nDAPn gel hadi gA 1/4 zelim\n\nSevdiAYimsin, her AYeyimsin\nBeni yakA+-p A 1/4 zen, gA 1/4 ldA 1/4 rensin\nSonunda yine beni mahvedensin\nKader, zalimsin\n\nRimi rimi ley li, ley li limi ley\nRimi rimi ley li, ley li limi ley\n\nLah-ah...\nMA 1/4 ptela olmuAY aAYkA+-m bak aAYkA+-na\nMA 1/4 ptela olmuAY, dAPnmA 1/4 AYA 1/4 m AYaAYkA+-na\nLey limi ley, rimi rimi ley\nAAYk deAYil bu, sanki bir kara sevda\n\nAAYk mA+- yordu seni, zalim?\nA++ok seviyordu seni kalbim\nAcA+-nasA+- bak AYu deli halim\nDAPn gel hadi gA 1/4 zelim\n\nSevdiAYimsin, her AYeyimsin\nBeni yakA+-p A 1/4 zen, gA 1/4 ldA 1/4 rensin\nSonunda yine beni mahvedensin\nKader, zalimsin\n\nAAYk mA+- yordu seni, zalim?\nA++ok seviyordu seni kalbim\nAcA+-nasA+- bak AYu deli halim\nDAPn gel hadi gA 1/4 zelim\n\nSevdiAYimsin, her AYeyimsin\nBeni yakA+-p A 1/4 zen, gA 1/4 ldA 1/4 rensin\nSonunda yine beni mahvedensin\nKader, zalimsin\n\nRimi rimi ley li, ley li limi ley\nRimi rimi ley li, ley li limi ley\nHey",https://youtube.com/watch?v=rIAX35unkGc
964,2005,ba,Feminnem,Call Me,Andrej BabiA++,,"Call me\n\nI used to think that we could never make it\nThat million hearts could never beat as one\nBut now, miracle is not so hard to find\n\nThere were times when I really doubted\nIf, after stormy weather, always comes the sun\nBut now, I can see the world from a different side, yeah\n\nSinger after singer, remembered\nDifferent flags, but nations gathered\nFrom the north to the south, all standing side by side\n\nThere was laughter and there was crying\nBut after all, I'm not denying\nI'm so happy to be here, 'cause it's the time of my life\n\nCall me\nEvery time you're feeling lonely\nOur greatest wish is one and only\nSing with me, it's how it should be\nFor the rest of our lives\n\nSo won't you call me?\nWe'll reach the very top and nothing less\nUnited in the song, that's all it takes\nFifty candles on the party cakes\nFor the many years of happiness\n\nThere were times when I really doubted\nIf, after stormy weather, always comes the sun\nBut now, I can see the world from a different side, yeah\n\nThere was laughter, and there was crying\nBut after all, I'm not denying\nI'm so happy to be here, 'cause it's the time of my life\n\nCall me\nEvery time you're feeling lonely\nOur greatest wish is one and only\nSing with me, it's how it should be\nFor the rest of our lives\n\nSo won't you call me?\nWe'll reach the very top and nothing less\nUnited in the song, that's all it takes\nFifty candles on the party cakes\nFor the many years of happiness\n\nThere was laughter, and there was crying\nBut after all, I'm not denying\nI'm so happy to be here, 'cause it's the time of my life\nCall me\n\nCall me\nWe'll reach the very top and nothing less\nUnited in the song, that's all it takes\nFifty candles on the party cakes\nFor the many years of happiness\n\nUnited in the song, that's all it takes\nFor the many years of happiness (of happiness)\nCall me",https://youtube.com/watch?v=elPI-5JZCws
965,2005,ru,Natalia Podolskaya,Nobody Hurt No One,Viktor Drobysh,JP JA$?rvinen;Mary Susan Applegate,"Hello sweet America\nWhere did our dream disappear?\nLook at little Erica\nAll she learns today is the fear\nYou deny the truth\nYou just having fun\nTill your child will shoot your gun\n\nNobody hurt no one\nNobody hurt no one, anybody\n(Nobody hurt no one)\nNobody hurt no one, yeah, yeah...\n\nShe didn't wanna go to school\nDidn't wanna face all this pain\nHoh... mummy, can I stay at home?\nI am scared, the boys are insane\nDon't you dare to say\nHer reaction's dumb\n'Cause she had no place to run\n\nNobody hurt no one\nNobody hurt no one, anybody\n(Nobody hurt no one)\nNobody hurt no one, yeah-eah...\n\n(Nobody hurt no one)\nYou deny the truth\nYou just having...\n(Nobody hurt no one)\nTill your child will shoot your gun\n(Nobody hurt no one)\nSo please don't hurt anyone\n(Nobody hurt no one)\n\nYou deny the truth\nYou just having fun\nTill your child will shoot your gun\nDon't you dare to say\nHer reaction's dumb\n'Cause she had no place to run\n\n(Nobody hurt no one)\nNobody hurt no one, anybody\n(Nobody hurt no one)\nNobody hurt no one, yeah, yeah, yeah...\n\n(Nobody hurt no one)\nSo please don't hurt anyone\n(Nobody hurt no one)\nAnybody\n(Nobody hurt no one)\nSo please don't hurt anyone\n(Nobody hurt no one)\nYeah, yeah...\nNobody hurt no one",https://youtube.com/watch?v=Ny-EokK64ms
966,2005,al,Ledina Celo,Tomorrow I Go,Adrian Hila,Pandi LaASSo;Sidorela Risto,"Please don't be sad, it's like you always dreamed\nI wear the white veil\nOh mother, bless me please\nDon't you cry\nTomorrow I go\nThe last night falling\n\nDo you recall\nHow I would imagine a white wedding dress?\nAnd now finally my time is here\nI know that I will miss\nYour sweet words singing\n\nMaybe I'll cry\nStill I hope you will sing, sing for me\n\nTi-ti-da... eh ti-ti-da...\nLift the drum beat, raise your voice\nTi-ti-da... eh ti-ti-da...\nMay the whole world shake as one\nLet the song begin\nCelebrate the dance within\nTi-ti-da-ti...\n\nMaybe I'll cry\nStill I hope you will sing, sing for me\n\nTi-ti-da... eh ti-ti-da...\nLift the drum beat, raise your voice\nTi-ti-da... eh ti-ti-da...\nMay the whole world shake as one\nLet the song begin\nCelebrate the dance within\nTi-ti-da...\n\nEh ti-ti-da... eh ti-ti-da...\nLift the drum beat, raise your voice\nTi-ti-da... eh ti-ti-da...\nMay the whole world shake as one\nLet the song begin\nCelebrate the dance within\nTi-ti-da-ti...\n\nOh...\nTi-ti-da... eh ti-ti-da...\nLet the song begin\nCelebrate the dance within\nTi-ti-da-ti...",https://youtube.com/watch?v=EVchcL1fWXU
967,2005,mk,Martin Vucic,Make My Day,Dragan VuAiA++,Branka KostiA++,"Ley lala ley la... lala ley lala ley la...\nLala ley lala ley la... lala ley lalala...\nLey lala ley la... lala ley lala ley la...\nLala ley lala ley la... lala ley lalala...\n\nDay after day, time after time\nYou just try to make me cry\nHand in your hand, tears in my eyes\nI pretend you make me fly\n\nBut honestly, it's plain to see\nI'm not the man to be\nYour cuddly toy, I am the boy\nWho will break up with you to be free\n\nMake my day, get away\nTake it all, baby, please go\nTry to play another way\nOr I will find another love\n\nLey lala ley la... lala ley lala ley la...\nLala ley lala ley la... lala ley lalala...\n\nDay after day, time after time\nYou just try to make me cry\nBut don't you see that I am the boy\nWho will break up with you to be free?\n\nMake my day, get away\nTake it all, baby, please go\nTry to play another way\nOr I will find another love\n(Make my day) Shake it now, baby\n\nMake my day, get away\nTake it all, baby, please go\nTry to play another way\nOr I will find another love\n\nMake my day, get away\nTake it all, baby, please go\nTry to play another way\nOr I will find another love\n\nMake my day",https://youtube.com/watch?v=wPiEpyPdto8
968,2005,cy,Constantinos Christoforou,Ela Ela,Constantinos Christoforou,,"(Ela, ela, ela, ela, ela, la...)\n(Ela, ela, ela, ela, ela, la...)\n\nYou're there, I'm here\nNo need to fear\nFeel around me the desire\nSearch my body, reach the fire\n\nJust cross the line\nYou have no time\nMy persistence is outrageous\nYou'll be mine 'cause I'm contagious\n\nCome, baby, come, baby\nGet the feeling\nCome, baby, come, baby\nGet the meaning\nEla, ela, ela, la...\nI'll make your heart go bang, bang\n\nCome, baby, come, baby\nGet the feeling\nCome, baby, come, baby\nGet the meaning\nEla, ela, ela, la...\nI'm the king of the night\nLet me show you tonight who I am\nEla, ela, ela, la...\n\n(Ela, ela, ela, ela, ela, la...)\n(Ela, ela, ela, ela, ela, la...)\n\nMysterious, delirious\nLet me be the key to passion\n""Ela"" is the word for action\n\nCome, baby, come, baby\nGet the feeling\nCome, baby, come, baby\nGet the meaning\nEla, ela, ela, la...\nI'll make your heart go bang, bang\n\nCome, baby, come, baby\nGet the feeling\nCome, baby, come, baby\nGet the meaning\nEla, ela, ela, la...\nI'm the king of the night\nLet me show you tonight who I am\n\n(Ela)\n(Come, baby, come, baby)\n(Come, baby, come, baby)\n(Come, baby, come, baby)\n(Come, baby)\n\nCome, baby, come, baby\nGet the feeling\nYeah, come, baby, come, baby\nGet the meaning\nEla, ela, ela, la...\nI'll make your heart go bang, bang\n\nCome, baby, come, baby\nGet the feeling\nYeah, come, baby, come, baby\nEla, ela, ela, la...\nI'm the king of the night\nLet me show you tonight who I am\n\nEla, ela, ela, la...\nI'm the king of the night\nLet me show you tonight who I am\nCome, baby, come, baby",https://youtube.com/watch?v=C2v6N1X4x6c
969,2005,se,Martin Stenmarck,Las Vegas,Johan Fransson;Niklas Edberger;Tim Larsson;Tobias Lundgren,,"I've got a room here at the Mandalay Bay\nI'll take a shower then I'm on my way\nI'll bring a friend if someone picks a fight\nHere in Las Vegas tonight\n\nIt's close to midnight when I hit The Strip\nThe maiden voyage on my Vegas trip\nThe night is young and everything's all right\nHere in Las Vegas tonight\n\nDancing girls and cabarets\nYou can spend your money in a million ways\nLet's have a ball\nThe winner takes it all\n\nIn Las Vegas, in the neon lights\nYou'll be a star if you do it right\nIn Las Vegas, oh oh oh...\nYou better hold on tight\n\nIn Las Vegas, can't believe your eyes\nYour luck can turn in a throw of a dice\nIn Las Vegas, oh oh oh...\nYou better hold on tight\nHere in Las Vegas tonight\n\nI'm leaving with a million dollar smile\nThe hotel manager can check my file\nFred the limo driver's asking polite:\n""Leaving Las Vegas tonight?""\n\nDancing girls and cabarets\nYou can spend your money in a million ways\nLet's have a ball\nThe winner takes it all\n\nIn Las Vegas, in the neon lights\nYou'll be a star if you do it right\nIn Las Vegas, oh oh oh...\nYou better hold on tight\n\nHey, yeah, yeah...\n(In Las Vegas)\nIn Las Vegas\n\nIn Las Vegas, in the neon lights\nYou'll be a star if you do it right\n(In Las Vegas) Oh oh oh...\nYou better hold on tight\n\nIn Las Vegas, can't believe your eyes\nYour luck can turn in a throw of a dice\nIn Las Vegas, oh oh oh...\nYou better hold on tight\nHere in Las Vegas tonight",https://youtube.com/watch?v=2JZtAqMqn6k
970,2005,ua,Greenjolly,Razom Nas Bahato,Roman Kalyn;Roman Kostyuk,Mikola Kulinich;Roman Kalyn;Roman Kostyuk,"Razom nas bahato, nas ne podolati \nRazom nas bahato, nas ne podolati \nRazom nas bahato, nas ne podolati \nRazom nas bahato, nas ne podolati \n\nWe won't stand this (no), revolution is on \n'Cause lies be the weapon of mass destruction \nAll together we're one, all together we're strong \nGod be my witness, we've waited too long \n\nFalsifikatsiyam (ni), mahinatsiyam (ni) \nPonyatiyam (ni), ni brehni \nVirimo (tak), mozhemo (tak) \nZnayu peremozhemo (tak, tak) \n\nRazom nas bahato, nas ne podolati \nRazom nas bahato, nas ne podolati \nRazom nas bahato, nas ne podolati \nRazom nas bahato, nas ne podolati \n\nWhat you wanna say to your daughters and sons \nYou know the battle is not over till the battle is won \nTruth be the weapon, we ain't scared of the guns \nWe stay undefeated, 'cause together we're one \n\nMi aEUR"" vzhe razom, mi aEUR"" nazavzhdi \nMi aEUR"" Ukraini don'ki i siny \nZaraz yak nikoli, godi chekati \nRazom nas bahato, nas ne podolati \n\nRazom nas bahato  (Jest nas wielu) \nNas ne podolati  (Nas nie pokonacie) \nRazom nas bahato  (Alle wir in allem) \nNas ne podolati  (Sind wir nicht zufallen) \n\nRazom nas bahato  (Si estamos juntos) \nNas ne podolati  (Somos invencibles) \nRazom nas bahato  (V ednote ja nase sila) \nNas ne podolati  (V ednote ja nase sila) \n\nRazom nas bahato  (Le peuple uni) \nNas ne podolati  (Ne sera jamais vaincu) \nRazom nas bahato \n(Vmeste my ediny, my nepobedimy )\n\nRazom nas bahato (Razom) \nNas ne podolati (Nas ne podolati) \nRazom nas bahato (Razom) \nNas ne podolati (Razom nas bahato) \n\nRazom nas bahato (Razom) \nNas ne podolati (Nas ne podolati) \nRazom nas bahato (Razom) \nNas ne podolati (Razom nas bahato) \n\nRazom nas bahato (Razom) \nNas ne podolati",https://youtube.com/watch?v=AMsM_yA1wZY
971,2005,es,Son de sol,BrujerAa,Alfredo Panebianco,,"En cada esquina de mi casa\nEn cada cosa que me pasa\nVoy sintiendo su presencia que me mira\n\nVoy por todos los rincones\nRegistrando en los cajones\nRevolviendo hasta encontrar el alma mAa\n\nY me someto a su ser\nY ya no sA(c) quA(c) hacer\nEs el amor que me domina\n\nNo tengo ganas de salir\nNo tengo ganas de comer\nNo tengo ganas de vivir otra aventura\n\nCon tu cuerpo me caliento\nCon tus besos me alimento\nY porque tAo eres mi Aonica locura\n\nY ya no sA(c) quA(c) hacer\nVoy a empezar a creer\nQue es una brujerAa\n\nYa no hay remedio para el alma mAa\nSA3lo deseo tu cuerpo caliente\nY tu mirada como un fuego ardiente\nQue me penetra toda, toda\nY me convierte en el objeto de tu brujerAa\n\nYa no hay remedio para el alma mAa\nTAo me dominas con sA3lo mirarme\nY no hacen falta cuerdas para atarme\nSoy una fiera que aunque las rejas le abran\nNunca escapa de la jaula por amor\n\n(Le le ley le)\n(Le le le ley le)\n(Le le le ley le)\n(Ley)\n\nNo hay antAdotos ni ungA 1/4 entos\nNi remedios de otros tiempos\nQue me quiten la obsesiA3n de la cabeza\n\nNi tan fA!ntastica lechuza\nNi las alas de una musa\nNi estofadas con melones y cerezas\n\nY ya no sA(c) quA(c) hacer\nVoy a empezar a creer\nQue es una brujerAa\n\nYa no hay remedio para el alma mAa\nSA3lo deseo tu cuerpo caliente\nY tu mirada como un fuego ardiente\nQue me penetra toda, toda\nY me convierte en el objeto de tu brujerAa\n\nYa no hay remedio para el alma mAa\nTAo me dominas con sA3lo mirarme\nY no hacen falta cuerdas para atarme\nSoy una fiera que aunque las rejas le abran\nNunca escapa de la jaula por amor\n\n(MA(c)zclale un poquito de alegrAa)\n(Con una poca fantasAa)\n(Y le responde tu amor)\n\n(Quisiera que tAo me envolvieras)\n(Con tu capa de torera)\n(Que asA quisiera yo, ey)\n(Tu amor, tu amor, tu amor)\n\nBrujerAa\nYa no hay remedio para el alma mAa\nSA3lo deseo tu cuerpo caliente\nY tu mirada como un fuego ardiente\nQue me penetra toda, toda\nY me convierte en el objeto de tu brujerAa\n\nYa no hay remedio para el alma mAa\nTAo me dominas con sA3lo mirarme\nY no hacen falta cuerdas para atarme\nSoy una fiera que aunque las rejas le abran\nNunca escapa de su jaula por amor\n\nBrujerAa",https://youtube.com/watch?v=mjuADbTcAaE
972,2005,gb,Javine,Touch My Fire,John Themis,Javine,"Do you really wanna feel my flow? Oh oh oh...\nYou know its the only way to go so get with the show\nAre you the kinda guy who's got that flare? Yeah...\n\nGet your groove on\nGet a move on\nWhoah, yeah...\n\nTouch my fire aEUR"" can you feel the heat?\nMy crazy rhythm's gonna knock you off your feet\nCome on and touch my fire aEUR"" why don't you break away?\nBurn all your troubles, say goodbye to yesterday\n\nAre you easy come and easy go? Oh oh oh...\nCome on let the music grab ya from your head to your toes\nNo need to rush, take it nice and slow, feel that beat\n\nGet your groove on\nGet a move on\nWhoah, yeah...\n\nCome with me, I'll take you there\nTouch my fire\n\nTouch my fire aEUR"" can you feel the heat?\nMy crazy rhythm's gonna knock you off your feet\nCome on and touch my fire aEUR"" why don't you break away?\nBurn all your troubles, say goodbye to yesterday\n\nTouch my fire aEUR"" can you feel the heat?\nMy crazy rhythm's gonna knock you off your feet\nCome on and touch my fire aEUR"" why don't you break away?\nBurn all your troubles, say goodbye to yesterday\n\nTouch my fire\nTouch my fire\nOh... here we go\nC'mon and touch\nC'mon and touch my fire...\nYou're gonna touch my fire\n\nTouch my fire aEUR"" can you feel the heat?\nMy crazy rhythm's gonna knock you off your feet\nCome on and touch my fire aEUR"" why don't you break away?\nBurn all your troubles, say goodbye to yesterday\n\nTouch my fire aEUR"" can you feel the heat?\nMy crazy rhythm's gonna knock you off your feet\nCome on and touch my fire aEUR"" why don't you break away?\nBurn all your troubles, say goodbye to yesterday\n\nTouch my fire",https://youtube.com/watch?v=wvcpQ3cgod8
973,2005,fr,Ortal,Chacun Pense A  Soi,Ortal;Saad Tabainet,,"Chacun pense A  soi\nComme si il n'y avait que ASSa\nChacun mA""ne A  bien\nQue ce qu'il veut bien\n\nChacun pense A  soi\nComme si il n'y avait que ASSa\nChacun mA""ne A  bien\nQue ce qu'il veut bien\n\nRegardons autour de nous\nOn vit dans un monde de fous\nChacun cherche sa gloire\nChacun cherche l'espoir\n\nOn oublie ce qui nous entoure\nCeux qui nous donnent de l'amour\nOn chasse de notre mA(c)moire\nCe qui nous empAache d'y croire\n\nOn laisse au bord du chemin\nLes chagrins sans lendemain\nOn poursuit chacun sa route\n\nOn laisse au bord de la route\nChacun tous ses petits doutes\nOn poursuit son chemin\n\nChacun pense A  soi\nComme si il n'y avait que ASSa\nChacun mA""ne A  bien\nQue ce qu'il veut bien\n\nChacun pense A  soi\nComme si il n'y avait que ASSa\nChacun mA""ne A  bien\nQue ce qu'il veut bien\n\nTenir au creux de ses mains\nLes clefs de notre destin\nMener A  la victoire\nTous nos rAaves d'un soir\n\nEt on court aprA""s le temps\nOn passe A  cA'tA(c) des gens\nOn court aprA""s l'argent\nOn se cache, on se ment\n\nMAame si la solitude\nEst notre seule attitude\nOn garde en chacun de nous\n\nL'amour de ceux qui nous aime\nMAame si on a de la peine\nOn se retrouvera\n\nMAame si la rA(c)alitA(c)\nN'est pas notre vA(c)ritA(c)\nOn continue A  y croire\nA se battre pour notre histoire\n\nMAame si le prix A  payer\nEst plus cher A  chaque fois\nOn continue A  y croire\nDes espoirs pour nos espoirs\n\nChacun pense A  soi\nComme si il n'y avait que ASSa\nChacun mA""ne A  bien\nQue ce qu'il veut bien\n\nChacun pense A  soi\nComme si il n'y avait que ASSa\nChacun mA""ne A  bien\nQue ce qu'il veut bien\n\nChacun pense A  soi\n(MAame si la rA(c)alitA(c))\nComme si il n'y avait que ASSa\n(N'est pas notre vA(c)ritA(c))\nChacun mA""ne A  bien\n(On continue A  y croire)\nQue ce qu'il veut bien\n(A se battre pour notre histoire)\n\nChacun pense A  soi\n(MAame si le prix A  payer)\nComme si il n'y avait que ASSa\n(Est plus cher A  chaque fois)\nChacun mA""ne A  bien\n(On continue A  y croire)\nQue ce qu'il veut bien\n(Des espoirs pour nos espoirs)\n\nChacun pense A  soi\n(MAame si la rA(c)alitA(c))\nComme si il n'y avait que ASSa\n(N'est pas notre vA(c)ritA(c))\nChacun mA""ne A  bien\n(On continue A  y croire)\nQue ce qu'il veut bien\n(A se battre pour notre histoire)\n\nChacun pense A  soi\n(MAame si le prix A  payer)\nComme si il n'y avait que ASSa\n(Est plus cher A  chaque fois)\nChacun mA""ne A  bien\n(On continue A  y croire)\nQue ce qu'il veut bien\n\nHey, hey, hey",https://youtube.com/watch?v=d65hoJq5Wos
