,Year,Country,Performer,Song,Place F,Points F,Place SF1,Points SF1,Place SF2,Points SF2
623,1991,Sweden,b'Carola',b'F\xc3\xa5ngad Av En Stormvind',1,146,,,,
624,1991,Switzerland,b'Sandra Sim\xc3\xb2',b'Canzone Per Te',5,118,,,,
625,1991,Turkey,"b'Izel \xc3\x87elik\xc3\xb6z, Rayhan Soykar\xc3\xa7i and Can Ugurlu\xc3\xa9r'",b'Iki Dakika',12,44,,,,
626,1991,United Kingdom,b'Samantha Janus',b'A Message To Your Heart',10,47,,,,
627,1991,Yugoslavia,b'Baby Doll',b'Brazil',21,1,,,,
628,1992,Austria,b'Tony Wegas',"b""Zusammen Geh'n""",10,63,,,,
629,1992,Belgium,b'Morgane',b'Nous On Veut Des Violons',20,11,,,,
630,1992,Cyprus,b'Evridiki',b'Teriazoume',11,57,,,,
631,1992,Denmark,b'Lotte Nilsson and Kenny L\xc3\xbcbcke',b'\xc3\x85lt Det Som Ingen Ser',12,47,,,,
632,1992,Finland,b'Pave',b'Yamma Yamma',23,4,,,,
633,1992,France,b'Kali',b'Mont\xc3\xa9 La Rivi\xc3\xa8',8,73,,,,
634,1992,Germany,b'Wind',b'Tr\xc3\xa4ume Sind F\xc3\xbcr Alle Da',16,27,,,,
635,1992,Greece,b'Cleopatra',b'Olou Tou Kosmou I Elpida',5,94,,,,
636,1992,Iceland,b'Heart 2 Heart',b'Nei E\xc3\xb0a J\xc3\xa1',7,80,,,,
637,1992,Ireland,b'Linda Martin',b'Why Me',1,155,,,,
638,1992,Israel,b'Dafna',b'Ze Rak Sport',6,85,,,,
639,1992,Italy,b'Mia Martini',b'Rapsodia',4,111,,,,
640,1992,Luxembourg,b'Marion Welter and Kontinent',b'Sou Fr\xc3\xa4i',21,10,,,,
641,1992,Malta,b'Mary Spiteri',b'Little Child',3,123,,,,
642,1992,Netherlands,b'Humphrey Campbell',b'Wijs Me De Weg',9,67,,,,
643,1992,Norway,b'Merethe Tr\xc3\xb8an',b'Visjoner',18,23,,,,
644,1992,Portugal,b'Din\xc3\xa1',"b""Amor D'\xc3\xa1gua Fresca""",17,26,,,,
645,1992,Spain,b'Serafin',b'Todo Esto Es La M\xc3\xbasica',14,37,,,,
646,1992,Sweden,b'Christer Bj\xc3\xb6rkmann',b'I Morgon \xc3\xa4r En Annan Dag',22,9,,,,
647,1992,Switzerland,b'Daisy Auvray',b'Mister Music Man',15,32,,,,
648,1992,Turkey,b'Aylin Vatankos',b'Yaz Bitti',19,17,,,,
649,1992,United Kingdom,b'Michael Ball',b'One Step Out Of Time',2,139,,,,
650,1992,Yugoslavia,b'Extra Nena',b'Ljubim Te Pesmama',13,44,,,,
651,1993,Austria,b'Tony Wegas',b'Maria Magdalena',14,32,,,,
652,1993,Belgium,b'Barbara',b'Iemand Als Jij',25,3,,,,
653,1993,Bosnia & Herzegovina,b'Fazla',b'Sva Bol Svijeta',16,27,,,,
654,1993,Croatia,b'Put',"b""Don't Ever Cry""",15,31,,,,
655,1993,Cyprus,b'Kyriakos Zymboulakis and Demos Van Beke',b'Mi Stamatas',19,17,,,,
656,1993,Denmark,b'Tommy Seebach Band',b'Under Stjernerne P\xc3\xa5 Himlen',22,9,,,,
657,1993,Finland,b'Katri-Helena',b'Tule Luo',17,20,,,,
658,1993,France,b'Patrick Fiori',b'Mama Corsica',4,121,,,,
659,1993,Germany,b'M\xc3\xbcnchener Freiheit',b'Viel Zu Weit',18,18,,,,
660,1993,Greece,b'Katerina Garbi',"b'Ellada, Hora Tou Fotos'",9,64,,,,
661,1993,Iceland,b'Inga',b'\xc3\x9e\xc3\xa1 Veistu Svari\xc3\xb0',13,42,,,,
662,1993,Ireland,b'Niamh Kavanagh',b'In Your Eyes',1,187,,,,
663,1993,Israel,b'Lakahat Shiru',b'Shiru',24,4,,,,
664,1993,Italy,b'Enrico Ruggeri',"b""Sole D'europa""",12,45,,,,
665,1993,Luxembourg,b'Modern Times',b'Donne-moi Une Chance',20,11,,,,
666,1993,Malta,b'William Mangion',b'This Time',8,69,,,,
667,1993,Netherlands,b'Ruth Jacott',b'Vrede',6,92,,,,
668,1993,Norway,b'Silje Vige',b'Alle Mine Tankar',5,120,,,,
669,1993,Portugal,b'Anabela',b'A Cidade At\xc3\xa9 Ser Dia',10,60,,,,
670,1993,Slovenia,b'1X Band',b'Tih Dezeven Dan',22,9,,,,
671,1993,Spain,b'Eva Santamaria',b'Hombres',11,58,,,,
672,1993,Sweden,b'Arvingarna',b'Elo\xc3\xafse',7,89,,,,
673,1993,Switzerland,b'Annie Cotton',"b'Moi, Tout Simplement'",3,148,,,,
674,1993,Turkey,"b'Burak Aydos, \xc3\x96zt\xc3\xbcrk Baybora & Serter'",b'Esmer Yarim',21,10,,,,
675,1993,United Kingdom,b'Sonia',b'Better The Devil You Know',2,164,,,,
676,1994,Austria,b'Petra Frey',b'F\xc3\xbcr Den Frieden Der Welt',17,19,,,,
677,1994,Bosnia & Herzegovina,b'Alma and Dejan',b'Ostani Kraj Mene',15,39,,,,
678,1994,Croatia,b'Tony Cetinski',"b""Nek'ti Bude Ljubav Sva""",16,27,,,,
679,1994,Cyprus,b'Evridiki',b'Ime Anthropos Ke Ego',11,51,,,,
680,1994,Estonia,b'Silvi Vrait',b'Nagu Merelaine',24,2,,,,
681,1994,Finland,b'CatCat',b'Bye Bye Baby',22,11,,,,
682,1994,France,b'Nina Morato',b'Je Suis Un Vrai Gar\xc3\xa7on',7,74,,,,
683,1994,Germany,b'MeKaDo',"b""Wir Geben 'ne Party""",3,128,,,,
684,1994,Greece,b'Costas Bigalis and the Sea Lovers',b'To Trehantiri (diri Diri)',14,44,,,,
685,1994,Hungary,b'Friderika Bayer',b'Kinek Mondjam El V\xc3\xa9tkeimet',4,122,,,,
686,1994,Iceland,b'Sigga',b'N\xc3\xa6tur',12,49,,,,
687,1994,Ireland,b'Paul Harrington and Charlie McGettigan',"b""Rock 'n' Roll Kids""",1,226,,,,
688,1994,Lithuania,b'Ovidijus Vysniauskas',b'Lopsine Mylimai',25,0,,,,
689,1994,Malta,b'Moira Stafrace and Christopher Scicluna',b'More Than Love',5,97,,,,
690,1994,Netherlands,b'Willeke Alberti',b'Waar Is De Zon',23,4,,,,
691,1994,Norway,b'Elisabeth Andreasson and Jan Werner Danielsen',b'Duett',6,76,,,,
692,1994,Poland,b'Edyta G\xc3\xb3rniak',b'To Nie Ja!',2,166,,,,
693,1994,Portugal,b'Sara Tavares',b'Chamar A M\xc3\xbasica',8,73,,,,
694,1994,Romania,b'Dan Bittman',b'Dincolo De Nori',21,14,,,,
695,1994,Russia,b'Youddiph',b'Vechni Stranik',9,70,,,,
696,1994,Slovakia,b'Martin Durinda and Tublatanka',b'Nekovecn\xc3\xa1 Piesen',19,15,,,,
697,1994,Spain,b'Alejandro Abad',b'Ella No Es Ella',18,17,,,,
698,1994,Sweden,b'Marie Bergman and Roger Pontare',b'Stj\xc3\xa4rnorna',13,48,,,,
699,1994,Switzerland,b'Duilio',b'Sto Pregando',19,15,,,,
700,1994,United Kingdom,b'Frances Ruffelle',b'We Will Be Free (lonely Symphony)',10,63,,,,
701,1995,Austria,b'Stella Jones',b'Die Welt Dreht Sich Verkehrt',13,67,,,,
702,1995,Belgium,b'Fr\xc3\xa9d\xc3\xa9ric Etherlinck',b'La Voix Est Libre',20,8,,,,
703,1995,Bosnia & Herzegovina,b'Davor Popovic',b'Dvadeset I Prvi Vijek',19,14,,,,
704,1995,Croatia,b'Magazin and Lidija',b'Nostalgija',6,91,,,,
705,1995,Cyprus,b'Alexandros Panayi',b'Sti Fotia',9,79,,,,
706,1995,Denmark,b'Aud Wilken',b'Fra Mols Til Skagen',5,92,,,,
707,1995,France,b'Nathalie Santamaria',b'Il Me Donne Rendez-vous',4,94,,,,
708,1995,Germany,b'Stone and Stone',b'Verliebt In Dich',23,1,,,,
709,1995,Greece,b'Elina Constantopoulou',b'Pia Prossefchi',12,68,,,,
710,1995,Hungary,b'Czaba Szigeti',b'\xc3\x99j N\xc3\xa8v Egy R\xc3\xa8gi H\xc3\xa0z F\xc3\xa0lan',22,3,,,,
711,1995,Iceland,b'B\xc3\xb3 Halld\xc3\xb3rsson',b'N\xc3\xbana',15,31,,,,
712,1995,Ireland,b'Eddie Friel',"b""Dreamin'""",14,44,,,,
713,1995,Israel,b'Liora',b'Amen',8,81,,,,
714,1995,Malta,b'Mike Spiteri',b'Keep Me In Mind',10,76,,,,
715,1995,Norway,b'Secret Garden',b'Nocturne',1,148,,,,
716,1995,Poland,b'Justyna',b'Sama',18,15,,,,
717,1995,Portugal,b'T\xc3\xb3 Cruz',b'Baunilha E Chocolate',21,5,,,,
718,1995,Russia,b'Philipp Kirkorov',b'Kolybelnaya Dlya Vulkana',17,17,,,,
719,1995,Slovenia,b'Darja Svajger',b'Prisluhni Mi',7,84,,,,
720,1995,Spain,b'Anabel Conde',b'Vuelve Conmigo',2,119,,,,
721,1995,Sweden,b'Jan Johansen',b'Se P\xc3\xa5 Mej',3,100,,,,
722,1995,Turkey,b'Arzu Ece',b'Sev!',16,21,,,,
723,1995,United Kingdom,b'Love City Groove',b'Love City Groove',10,76,,,,
724,1996,Austria,b'George Nu\xc3\x9fbaumer',"b""Weil's Dr Guat Got""",10,68,,,,
725,1996,Belgium,b'Lisa del Bo',b'Liefde Is Een Kaartspel',16,22,,,,
726,1996,Bosnia & Herzegovina,b'Amila Glamocak',b'Za Na\xc5\xa1u Ljubav',22,13,,,,
727,1996,Croatia,b'Maja Blagdan',b'Sveta Ljubav',4,98,,,,
728,1996,Cyprus,b'Constantinos',b'Mono Gia Mas',9,72,,,,
729,1996,Estonia,b'Ivo Linna and Maarja-Liis Ilus',b'Kaelakee H\xc3\xa4\xc3\xa4l',5,94,,,,
730,1996,Finland,b'Jasmine',b'Niin Kaunis On Taivas',23,9,,,,
731,1996,France,"b""Dan Ar Braz et l'H\xc3\xa9ritage des Celtes""",b'Diwanit Bugale',19,18,,,,
732,1996,Greece,b'Marianna Efstratiou',b'Emis Forame To Himona Anixiatika',14,36,,,,
733,1996,Iceland,b'Anna Mj\xc3\xb6ll',b'Sj\xc3\xbab\xc3\xadd\xc3\xba',13,51,,,,
734,1996,Ireland,b'Eimear Quinn',b'The Voice',1,162,,,,
735,1996,Malta,b'Miriam Christine',"b""In A Woman's Heart""",10,68,,,,
736,1996,Netherlands,b'Maxine and Franklin Brown',b'De Eerste Keer',7,78,,,,
737,1996,Norway,b'Elisabeth Andreasson',b'I Evighet',2,114,,,,
738,1996,Poland,b'Kasia Kowalska',b'Chce Znac Sw\xc3\xb3j Grzech',15,31,,,,
739,1996,Portugal,b'L\xc3\xbacia Moniz',b'O Meu Cora\xc3\xa7\xc3\xa3o N\xc3\xa3o Tem Cor',6,92,,,,
740,1996,Slovakia,b'Marcel Palonder',b'K\xc3\xbdm N\xc3\xa1s M\xc3\xa1\xc5\xa1',18,19,,,,
741,1996,Slovenia,b'Regina',b'Dan najlep\xc5\xa1ih sanj',21,16,,,,
742,1996,Spain,b'Antonio Carbonell',"b'\xc2\xa1ay, Qu\xc3\xa9 Deseo!'",20,17,,,,
743,1996,Sweden,b'One More Time',b'Den Vilda',3,100,,,,
744,1996,Switzerland,b'Cathy Leander',"b""Mon Coeur L'aime""",16,22,,,,
745,1996,Turkey,b'Sebnem Paker',b'Besin\xc3\xa7i Mevsim',12,57,,,,
746,1996,United Kingdom,b'Gina G',b'Just A Little Bit',8,77,,,,
747,1997,Austria,b'Bettina Soriat',b'One Step',21,12,,,,
748,1997,Bosnia & Herzegovina,b'Alma Cardzic',b'Goodbye',18,22,,,,
749,1997,Croatia,b'ENI',b'Probudi Me',17,24,,,,
750,1997,Cyprus,b'Chara and Andreas Konstantinou',b'Mana Mou',5,98,,,,
751,1997,Denmark,b'K\xc3\xb8lig Kaj',b'Stemmen I Mit Liv',16,25,,,,
752,1997,Estonia,b'Maarja-Liis Ilus',b'Keelatud Maa',8,82,,,,
753,1997,France,b'Fanny',b'Sentiments Songes',7,95,,,,
754,1997,Germany,b'Bianca Shomburg',b'Zeit',18,22,,,,
755,1997,Greece,b'Marianna Zorba',b'Horepse',12,39,,,,
756,1997,Hungary,b'VIP',"b'Miert Kell, Hogy Elmenj?'",12,39,,,,
757,1997,Iceland,b'Paul Oscar',b'Minn Hinsti Dans',20,18,,,,
758,1997,Ireland,b'Marc Roberts',b'Mysterious Woman',2,157,,,,
759,1997,Italy,b'Jalisse',b'Fiumi Di Parole',4,114,,,,
760,1997,Malta,b'Debbie Scerri',b'Let Me Fly',9,66,,,,
761,1997,Netherlands,b'Mrs. Einstein',b'Niemand Heeft Nog Tijd',22,5,,,,
762,1997,Norway,b'Tor Endresen',b'San Francisco',24,0,,,,
763,1997,Poland,b'Anna Maria Jopek',b'Ale Jestem',11,54,,,,
764,1997,Portugal,b'C\xc3\xa9lia Lawson',b'Antes Do Adeus',24,0,,,,
765,1997,Russia,b'Alla Pugachova',b'Primadonna',15,33,,,,
766,1997,Slovenia,b'Tanja Ribic',b'Zbudi Se',10,60,,,,
767,1997,Spain,b'Marcos Llunas',b'Sin Rencor',6,96,,,,
768,1997,Sweden,b'Blond',b'Bara Hon \xc3\xa4lskar Mig',14,36,,,,
769,1997,Switzerland,b'Barbara Berta',b'Dentro Di Me',22,5,,,,
770,1997,Turkey,b'Sebnem Paker and Group Etnic',b'Dinle',3,121,,,,
771,1997,United Kingdom,b'Katrina and The Waves',b'Love Shine A Light',1,227,,,,
772,1998,Belgium,b'M\xc3\xa9lanie Cohl',b'Dis Oui',6,122,,,,
773,1998,Croatia,b'Danijela',b'Neka Mi Ne Svane',5,131,,,,
774,1998,Cyprus,b'Michael Hajiyanni',b'Genesis',11,37,,,,
775,1998,Estonia,b'Koit Toome',b'Mere Lapsed',12,36,,,,
776,1998,Finland,b'Edea',b'Aava',15,22,,,,
777,1998,France,b'Marie-Line',b'O\xc3\xb9 Aller',24,3,,,,
778,1998,Germany,b'Guildo Horn',b'Guildo Hat Euch Lieb',7,86,,,,
779,1998,Greece,b'Dionysia and Thalassa group',b'Mia Krifi Evaisthissia',20,12,,,,
780,1998,Hungary,b'Charlie',b'A Holnap M\xc3\xa1r N\xc3\xa9m Lesz Szomor\xc3\xba',23,4,,,,
781,1998,Ireland,b'Dawn',b'Is Always Over Now?',9,64,,,,
782,1998,Israel,b'Dana International',b'Diva',1,172,,,,
783,1998,Malta,b'Chiara',b'The One That I Love',3,165,,,,
784,1998,Netherlands,b'Edsilia Rombley',b'Hemel En Aarde',4,150,,,,
785,1998,North Macedonia,b'Vlado Janevski',"b'Ne Zori, Zoro'",19,16,,,,
786,1998,Norway,b'Lars A. Fredriksen',b'Alltid Sommer',8,79,,,,
787,1998,Poland,b'Sixteen',b'To Takie Proste',17,19,,,,
788,1998,Portugal,b'Alma Lusa',b'Se Eu Te Pudesse Abra\xc3\xa7ar',12,36,,,,
789,1998,Romania,b'Malina Olinescu',b'Eu Cred',22,6,,,,
790,1998,Slovakia,b'Katar\xc3\xadna Hasprov\xc3\xa1',b'Modlitba',21,8,,,,
791,1998,Slovenia,b'Vili Resnik',b'Naj Bogovi Sli\xc5\xa1ijo',18,17,,,,
792,1998,Spain,b'Mikel Herzog',b'\xc2\xbfQu\xc3\xa9 Voy A Hacer Sin Ti?',16,21,,,,
793,1998,Sweden,b'Jill Johnson',b'K\xc3\xa4rleken \xc3\xa4r',10,53,,,,
794,1998,Switzerland,b'Gunvor',b'Lass Ihn',25,0,,,,
795,1998,Turkey,b'T\xc3\xbczmen',b'Unutamazsin',14,25,,,,
796,1998,United Kingdom,b'Imaani',b'Where Are You?',2,166,,,,
797,1999,Austria,b'Bobbie Singer',b'Reflection',10,65,,,,
798,1999,Belgium,b'Venessa Chinitor',b'Like The Wind',12,38,,,,
799,1999,Bosnia & Herzegovina,b'Dino and Beatrice',b'Putnici',7,86,,,,
800,1999,Croatia,b'Doris Dragovic',b'Marija Magdalena',4,118,,,,
801,1999,Cyprus,b'Marlain Angelidou',"b""Tha'nai Erotas""",22,2,,,,
802,1999,Denmark,b'Trine Jepsen & Michael Teschl',b'This Time (i Mean It)',8,71,,,,
803,1999,Estonia,b'Evelin Samuel and Camille',b'Diamond Of Night',6,90,,,,
804,1999,France,b'Nayah',b'Je Veux Donner Ma Voix',19,14,,,,
805,1999,Germany,b'S\xc3\xbcrpriz',"b""Reise Nach Jerusalem - Kud\xc3\xbcs'e Seyahat""",3,140,,,,
806,1999,Iceland,b'Selma Bj\xc3\xb6rnsd\xc3\xb3ttir',b'All Out Of Luck',2,146,,,,
807,1999,Ireland,"b""The Mullan's""",b'When You Need Me',17,18,,,,
808,1999,Israel,b'Eden',b'Yom Huledeth',5,93,,,,
809,1999,Lithuania,b'Aiste Smilgeviciute',b'Strazdas',20,13,,,,
810,1999,Malta,b'Times 3',"b""Believe 'n Peace""",15,32,,,,
811,1999,Netherlands,b'Marlayne',b'One Good Reason',8,71,,,,
812,1999,Norway,b'Stig Andr\xc3\xa9 Van Eijk',b'Living My Life Without You',14,35,,,,
813,1999,Poland,b'Mietek (Mieczyslaw) Szczesniak',b'Przytul Mnie Mocno',18,17,,,,
814,1999,Portugal,b'Rui Bandeira',b'Como Tudo Come\xc3\xa7ou',21,12,,,,
815,1999,Slovenia,b'Darja Svajger',b'For A Thousand Years',11,50,,,,
816,1999,Spain,b'Lydia',b'No Quiero Escuchar',23,1,,,,
817,1999,Sweden,b'Charlotte Nilsson',b'Take Me To Your Heaven',1,163,,,,
818,1999,Turkey,b'Tuba \xc3\x96nal & Grup Mystik',b'D\xc3\xb6n Artik',16,21,,,,
819,1999,United Kingdom,b'Precious',b'Say It Again',12,38,,,,
820,2000,Austria,b'The rounder girls',b'All To You',14,34,,,,
821,2000,Belgium,b'Nathalie Sorce',b'Envie De Vivre',24,2,,,,
822,2000,Croatia,b'Goran Karan',b'Kada Zaspu Andeli',9,70,,,,
823,2000,Cyprus,b'Voice',b'Nomiza',21,8,,,,
824,2000,Denmark,b'Olsen brothers',b'Fly On The Wings Of Love',1,195,,,,
825,2000,Estonia,b'Ines',b'Once In A Lifetime',4,98,,,,
826,2000,Finland,b'Nina \xc3\x85str\xc3\xb6m',b'A Little Bit',18,18,,,,
827,2000,France,b'Sofia Mestari',b'On Aura Le Ciel',23,5,,,,
828,2000,Germany,b'Stefan Raab',b'Wadde Hadde Dudde Da',5,96,,,,
829,2000,Iceland,b'Einer Aug\xc3\xbast V\xc3\xad\xc3\xb0isson en Telma Aug\xc3\xbastd\xc3\xb3ttir',b'Tell Me!',12,45,,,,
830,2000,Ireland,b'Eamonn Toal',b'Millennium Of Love',6,92,,,,
831,2000,Israel,b'Ping Pong',"b""Sa'me'akh""",22,7,,,,
832,2000,Latvia,b'BrainStorm',b'My Star',3,136,,,,
833,2000,Malta,b'Claudette Pace',b'Desire',8,73,,,,
834,2000,Netherlands,b'Linda Wagenmakers',b'No Goodbyes',13,40,,,,
835,2000,North Macedonia,b'XXL',b'100% Te Ljubam',15,29,,,,
836,2000,Norway,b'Charmed',b'My Heart Goes Boom',11,57,,,,
837,2000,Romania,b'Taxi',b'The Moon',17,25,,,,
838,2000,Russia,b'Alsou',b'Solo',2,155,,,,
839,2000,Spain,b'Seraf\xc3\xadn Zubiri',b'Colgado De Un Sue\xc3\xb1o',18,18,,,,
840,2000,Sweden,b'Roger Pontare',b'When Spirits Are Calling My Name',7,88,,,,
841,2000,Switzerland,b'Jane Bogaert',"b""La Vita Cos'\xc3\xa8?""",20,14,,,,
842,2000,Turkey,b'Pinar Ayhan & S.O.S. band',b'Yorgunum Anla',10,59,,,,
843,2000,United Kingdom,b'Nicki French',"b""Don't Play That Song Again""",16,28,,,,
844,2001,Bosnia & Herzegovina,b'Nino',b'Hano',14,29,,,,
845,2001,Croatia,b'Vanna',b'Strings Of My Heart',10,42,,,,
846,2001,Denmark,b'Rollo & King',b'Never Ever Let You Go',2,177,,,,
847,2001,Estonia,"b'Tanel Padar, Dave Benton & 2XL'",b'Everybody',1,198,,,,
848,2001,France,b'Natasha Saint-Pier',"b""Je N'ai Que Mon \xc3\xa2me""",4,142,,,,
849,2001,Germany,b'Michelle',b'Wer Liebe Lebt',8,66,,,,
850,2001,Greece,b'Antique',b'Die For You',3,147,,,,
851,2001,Iceland,b'TwoTricky',b'Angel',22,3,,,,
852,2001,Ireland,"b""Gary O'Shaughnessy""",b'Without Your Love',21,6,,,,
853,2001,Israel,b'Tal Sondak',b'Ein Davar',16,25,,,,
854,2001,Latvia,b'Arnis Mednis',b'Too Much',18,16,,,,
855,2001,Lithuania,b'Skamp',b'You Got Style',13,35,,,,
856,2001,Malta,b'Fabrizio Faniello',b'Another Summer Night',9,48,,,,
857,2001,Netherlands,b'Michelle',b'Out On My Own',18,16,,,,
858,2001,Norway,b'Haldor L\xc3\xa6greid',b'On My Own',22,3,,,,
859,2001,Poland,b'Piasek',b'2 Long',20,11,,,,
860,2001,Portugal,b'MTM',b'S\xc3\xb3 Sei Ser Feliz Assim',17,18,,,,
861,2001,Russia,b'Mumiy troll',b'Lady Alpine Blue',12,37,,,,
862,2001,Slovenia,b'Nu\xc5\xa1a Derenda',b'Energy',7,70,,,,
863,2001,Spain,b'David Civera',b'Dile Que La Quiero',6,76,,,,
864,2001,Sweden,b'Friends',b'Listen To Your Heartbeat',5,100,,,,
865,2001,Turkey,b'Sedat Y\xc3\xbcce',b'Sevgiliye Son',11,41,,,,
866,2001,United Kingdom,b'Lindsay D.',b'No Dream Impossible',15,28,,,,
867,2002,Austria,b'Manuel Ortega',b'Say A Word',18,26,,,,
868,2002,Belgium,b'Sergio & the Ladies',b'Sister',13,33,,,,
869,2002,Bosnia & Herzegovina,b'Maja',b'Na Jastuku Za Dvoje',13,33,,,,
870,2002,Croatia,b'Vesna Pisarovic',b'Everything I Want',11,44,,,,
871,2002,Cyprus,b'One',b'Gimme',6,85,,,,
872,2002,Denmark,b'Malene',b'Tell Me Who You Are',24,7,,,,
873,2002,Estonia,b'Sahl\xc3\xa9ne',b'Runaway',3,111,,,,
874,2002,Finland,b'Laura',b'Addicted To You',20,24,,,,
875,2002,France,b'Sandrine Fran\xc3\xa7ois',b'Il Faut Du Temps',5,104,,,,
876,2002,Germany,b'Corinna May',"b""I Can't Live Without Music""",21,17,,,,
877,2002,Greece,b'Michalis Rakintzis',b'S.A.G.A.P.O.',17,27,,,,
878,2002,Israel,b'Sarit Hadad',b'Light A Candle',12,37,,,,
879,2002,Latvia,b'Marie N',b'I Wanna',1,176,,,,
880,2002,Lithuania,b'Aivaras',b'Happy You',23,12,,,,
881,2002,Malta,b'Ira Losco',b'7th Wonder',2,164,,,,
882,2002,North Macedonia,b'Karolina',b'Od Nas Zavisi',19,25,,,,
883,2002,Romania,b'Monica Anghel & Marcel Pavel',b'Tell Me Why',9,71,,,,
884,2002,Russia,b'Prime minister',b'Northern Girl',10,55,,,,
885,2002,Slovenia,b'Sestre',b'Samo Ljubezen',13,33,,,,
886,2002,Spain,b'Rosa',"b""Europe's Living A Celebration""",7,81,,,,
887,2002,Sweden,b'Afro-dite',b'Never Let It Go',8,72,,,,
888,2002,Switzerland,b'Francine Jordi',b'Dans Le Jardin De Mon \xc3\x82me',22,15,,,,
889,2002,Turkey,b'Buket Bengisu & Saphire',b'Leylaklar Soldu Kalbinde',16,29,,,,
890,2002,United Kingdom,b'Jessica Garlick',b'Come Back',3,111,,,,
891,2003,Austria,b'Alf Poier',b'Weil Der Mensch Z\xc3\xa4hlt',6,101,,,,
892,2003,Belgium,b'Urban Trad',b'Sanomi',2,165,,,,
893,2003,Bosnia & Herzegovina,b'Mija Martina',b'Ne Brini',16,27,,,,
894,2003,Croatia,b'Claudia Beni',b'Vise Nisam Tvoja',15,29,,,,
895,2003,Cyprus,b'Stelios Constantas',b'Feeling Alive',20,15,,,,
896,2003,Estonia,b'Ruffus',b'Eighties Coming Back',21,14,,,,
897,2003,France,b'Louisa Baileche',b'Monts Et Merveilles',18,19,,,,
898,2003,Germany,b'Lou',"b""Let's Get Happy""",11,53,,,,
899,2003,Greece,b'Mando',b'Never Let You Go',17,25,,,,
900,2003,Iceland,b'Birgitta',b'Open Your Heart',8,81,,,,
901,2003,Ireland,b'Mickey Harte',"b""We've Got The World""",11,53,,,,
902,2003,Israel,b'Lior Narkis',b'Words For Love',19,17,,,,
903,2003,Latvia,b'F.L.Y.',b'Hello From Mars',24,5,,,,
904,2003,Malta,b'Lynn Chirchop',b'To Dream Again',25,4,,,,
905,2003,Netherlands,b'Esther Hart',b'One More Night',13,45,,,,
906,2003,Norway,b'Jostein Hasselg\xc3\xa5rd',"b""I'm Not Afraid To Move On""",4,123,,,,
907,2003,Poland,b'Ich Troje',b'Keine Grenzen - Zadnych Granic',7,90,,,,
908,2003,Portugal,b'Rita Guerra',b'Deixa-me Sonhar',22,13,,,,
909,2003,Romania,b'Nicola',"b""Don't Break My Heart""",10,73,,,,
910,2003,Russia,b't.A.T.u.',"b""Ne Ver', Ne Boisia""",3,164,,,,
911,2003,Slovenia,b'Karmen',b'Nanana',23,7,,,,
912,2003,Spain,b'Beth',b'Dime',8,81,,,,
913,2003,Sweden,b'Fame',b'Give Me Your Love',5,107,,,,
914,2003,Turkey,b'Sertab Erener',b'Everyway That I Can',1,167,,,,
915,2003,Ukraine,b'Olexandr',b'Hasta La Vista',14,30,,,,
916,2003,United Kingdom,b'Jemini',b'Cry Baby',26,0,,,,
917,2004,Albania,b'Anjeza Shahini',b'The Image Of You',7,106,4,167,,
918,2004,Andorra,b'Marta Roure',b'Jugarem A Estimar-nos',,,18,12,,
919,2004,Austria,b'Tie Break',b'Du Bist',21,9,,,,
920,2004,Belarus,b'Aleksandra & Konstantin',b'My Galileo',,,19,10,,
921,2004,Belgium,b'Xandee',b'1 Life',22,7,,,,
922,2004,Bosnia & Herzegovina,b'Deen',b'In The Disco',9,91,7,133,,
923,2004,Croatia,b'Ivan Mikulic',b'You Are The Only One',12,50,9,72,,
924,2004,Cyprus,b'Lisa Andreas',b'Stronger Every Minute',5,170,5,149,,
925,2004,Denmark,b'Tomas Thordarson',b'Shame On You',,,13,56,,
926,2004,Estonia,b'Neiok\xc3\xb5s\xc3\xb5',b'Tii',,,11,57,,
927,2004,Finland,b'Jari Sillanp\xc3\xa4\xc3\xa4',b'Takes 2 To Tango',,,14,51,,
928,2004,France,b'Jonatan Cerrada',b'A Chaque Pas',15,40,,,,
929,2004,Germany,b'Max (Maximilian Mutzke)',"b""Can't Wait Until Tonight""",8,93,,,,
930,2004,Greece,b'Sakis Rouvas',b'Shake It',3,252,3,238,,
931,2004,Iceland,b'J\xc3\xb3nsi',b'Heaven',19,16,,,,
932,2004,Ireland,b'Chris Doran',b'If My World Stopped Turning',22,7,,,,
933,2004,Israel,"b""David D'or""","b""Le'ha'amin""",,,11,57,,
934,2004,Latvia,b'Fomins & Kleins',b'Dziesma Par Laimi',,,17,23,,
935,2004,Lithuania,b'Linas ir Simona',"b""What's Happened To Your Love""",,,16,26,,
936,2004,Malta,b'Julie & Ludwig',b'On Again... Off Again',12,50,8,74,,
937,2004,Monaco,b'Maryon',b'Notre Plan\xc3\xa8te',,,19,10,,
938,2004,Netherlands,b'Re-union',b'Without You',20,11,6,146,,
939,2004,North Macedonia,b'Tose Proeski',b'Life',14,47,10,71,,
940,2004,Norway,b'Knut Anders S\xc3\xb8rum',b'High',24,3,,,,
941,2004,Poland,b'Blue Cafe',b'Love Song',17,27,,,,
942,2004,Portugal,b'Sofia',b'Foi Magia',,,15,38,,
943,2004,Romania,b'Sanda Ladosi',b'I Admit',18,18,,,,
944,2004,Russia,b'Julia Savicheva',b'Believe Me',11,67,,,,
