Year,Country,Artist,Title,Place F,Points F,Place SF1,Points SF1,Place SF2,Points SF2
1980,Luxembourg,Sophie and Magaly,Papa Pingouin,9,56,,,,
1980,Marocco,Samira Bensaid,Bitakat Hob,18,7,,,,
1980,Netherlands,Maggie MacNeal,Amsterdam,5,93,,,,
1980,Norway,Sverre Kjellsberg and Mattis Haetta,Samiid AEdnan,16,15,,,,
1980,Portugal,Jose Cid,"Um Grande, Grande Amor",7,71,,,,
1980,Spain,Trigo Limpio,Que Date Esta Noche,12,38,,,,
1980,Sweden,Tomas Ledin,Just Nu!,10,47,,,,
1980,Switzerland,Paola,Cinema,4,104,,,,
1980,Turkey,Ajda Pekkan,Petr'oil,15,23,,,,
1980,United Kingdom,Prima Donna,Love Enough For Two,3,106,,,,
1981,Austria,Marty Brem,Wenn Du Da Bist,17,20,,,,
1981,Belgium,Emly Starr,Samson,13,40,,,,
1981,Cyprus,Island,Monika,6,69,,,,
1981,Denmark,Debbie Cameron and Tommy Seebach,Kroller Eller Ej,11,41,,,,
1981,Finland,Riki Sorsa,Reggae O.k.,16,27,,,,
1981,France,Jean Gabilou,Humanahum,3,125,,,,
1981,Germany,Lena Valaitis,Johnny Blue,2,132,,,,
1981,Greece,Yiannis Dimitras,Feggari Kalokerino,8,55,,,,
1981,Ireland,Sheeba,Horoscopes,5,105,,,,
1981,Israel,Habibi,Halaylah,7,56,,,,
1981,Luxembourg,Jean-Claude Pascal,C'est Peut-etre Pas L'amerique,11,41,,,,
1981,Netherlands,Linda Williams,Het Is Een Wonder,9,51,,,,
1981,Norway,Finn Kalvik,Aldri I Livet,20,0,,,,
1981,Portugal,Carlos Paiao,Play-back,18,9,,,,
1981,Spain,Bacchelli,Y Solo Tu,14,38,,,,
1981,Sweden,Bjorn Skifs,Fangad I En Drom,10,50,,,,
1981,Switzerland,"Peter, Sue and Marc",Io Senza Tei,4,121,,,,
1981,Turkey,Modern Folk Trio and Aysegul,Donme Dolap,18,9,,,,
1981,United Kingdom,Bucks Fizz,Making Your Mind Up,1,136,,,,
1981,Yugoslavia,Seid-Memic Vajta,Leila,15,35,,,,
1982,Austria,Mess,Sonntag,9,57,,,,
1982,Belgium,Stella,Si Tu Aimes Ma Musique,4,96,,,,
1982,Cyprus,Anna Vissi,Mono I Agapi,5,85,,,,
1982,Denmark,Brixx,Video-video,17,5,,,,
1982,Finland,Kojo,Nuku Pommiin,18,0,,,,
1982,Germany,Nicole,Ein Bisschen Frieden,1,161,,,,
1982,Ireland,The Duskeys,"Here Today, Gone Tomorrow",11,49,,,,
1982,Israel,Avi Toledano,Hora,2,100,,,,
1982,Luxembourg,Svetlana,Cours Apres Le Temps,6,78,,,,
1982,Netherlands,Bill van Dijk,Jij En Ik,16,8,,,,
1982,Norway,Jahn Teigen and Anita Skorgan,Adieu,12,40,,,,
1982,Portugal,Doce,Bem-bom,13,32,,,,
1982,Spain,Lucia,El,10,52,,,,
1982,Sweden,Chips,Dag Efter Dag,8,67,,,,
1982,Switzerland,Arlette Zola,Amour On T'aime,3,97,,,,
1982,Turkey,Neco,Hani,15,20,,,,
1982,United Kingdom,Bardo,One Step Further,7,76,,,,
1982,Yugoslavia,Aska,Halo Halo,14,21,,,,
1983,Austria,Westend,Hurricane,9,53,,,,
1983,Belgium,Pas de Deux,Rendez-vous,18,13,,,,
1983,Cyprus,Stavros and Constantina,I Agapi Akoma Zi,16,26,,,,
1983,Denmark,Gry Johansen,Kloden Drejer,17,16,,,,
1983,Finland,Ami Aspelund,Fantasiaa,11,41,,,,
1983,France,Guy Bonnet,Vivre,8,56,,,,
1983,Germany,Hoffmann und Hoffmann,Rucksicht,5,94,,,,
1983,Greece,Christie,Mou Les,14,32,,,,
1983,Israel,Ofra Haza,Hi,2,136,,,,
1983,Italy,Riccardo Fogli,Per Lucia,11,41,,,,
1983,Luxembourg,Corinne Hermes,Si La Vie Est Cadeau,1,142,,,,
1983,Netherlands,Bernadette,Sing Me A Song,7,66,,,,
1983,Norway,Jahn Teigen,Do Re Mi,9,53,,,,
1983,Portugal,Armando Gama,Esta Balada Que Te Dou,13,33,,,,
1983,Spain,Remedios Amaya,?quien Maneja Mi Barca?,19,0,,,,
1983,Sweden,Carola Haggkvist,Framling,3,126,,,,
1983,Switzerland,Mariella Farre,Io Cosi Non Ci Sto,15,28,,,,
1983,Turkey,Cetin Alp and the Short Wave,Opera,19,0,,,,
1983,United Kingdom,Sweet Dreams,I'm Never Giving Up,6,79,,,,
1983,Yugoslavia,Danijel,Dzuli,4,125,,,,
1984,Austria,Anita,Einfach Weg,19,5,,,,
1984,Belgium,Jacques Zegers,Avanti La Vie,5,70,,,,
1984,Cyprus,Andy Paul,Anna Mari-elena,15,31,,,,
1984,Denmark,Hot Eyes,Det' Lige Det,4,101,,,,
1984,Finland,Kirka,Hengaillaan,9,46,,,,
1984,France,Annick Thoumazeau,Autant D'amoureux Que D'etoiles,8,61,,,,
1984,Germany,Mary Roos,Aufrecht Geh'n,13,34,,,,
1984,Ireland,Linda Martin,Terminal '3',2,137,,,,
1984,Italy,Alice and Battiato,I Treni Di Tozeur,5,70,,,,
1984,Luxembourg,Sophie Carle,100% D'amour,10,39,,,,
1984,Netherlands,Maribelle,Ik Hou Van Jou,13,34,,,,
1984,Norway,Dollie de Luxe,Lenge Leve Livet,17,29,,,,
1984,Portugal,Maria Guinot,Silencio E Tanta Gente,11,38,,,,
1984,Spain,Bravo,"Lady, Lady",3,106,,,,
1984,Sweden,Herrey's,Diggi-loo Diggy-ley,1,145,,,,
1984,Switzerland,Rainy Day,Welche Farbe Hat Der Sonnenschein,16,30,,,,
1984,Turkey,"Bes Yil Once, On Yil Sonra",Halay,12,37,,,,
1984,United Kingdom,Belle and the Devotions,Love Games,7,63,,,,
1984,Yugoslavia,Vlado and Isolda,Ciao Amore,18,26,,,,
1985,Austria,Gary Lux,Kinder Dieser Welt,8,60,,,,
1985,Belgium,Linda Lepomme,Laat Me Nu Gaan,19,7,,,,
1985,Cyprus,Lia Vissi,To Katalava Arga,16,15,,,,
1985,Denmark,Hot Eyes,Sku' Du Spor Fra No'n,11,41,,,,
1985,Finland,Sonja Lumme,Elakoon Elama,9,58,,,,
1985,France,Roger Bens,Femme Dans Ses Reves Aussi,10,56,,,,
1985,Germany,Wind,Fur Alle,2,105,,,,
1985,Greece,Takis Biniaris,Miazoume,16,15,,,,
1985,Ireland,Maria Christian,Wait Until The Weekend Comes,6,91,,,,
1985,Israel,Izhar Cohen,Ole Ole,5,93,,,,
1985,Italy,Al Bano and Romina Power,"Magic, Oh Magic",7,78,,,,
1985,Luxembourg,"Margo, Franck Olivier, Diane Solomon, Ireen Sheer, Malcolm Roberts,Chris Roberts","Children, Kinder, Enfants",13,37,,,,
1985,Norway,Bobbysocks,La Det Swinge,1,123,,,,
1985,Portugal,Adelaide,"Penso Em Ti, Eu Sei",18,9,,,,
1985,Spain,Paloma San Basilio,La Fiesta Termino,14,36,,,,
1985,Sweden,Kikki Danielsson,Bra Vibrationer,3,103,,,,
1985,Switzerland,Mariella Farre and Pino Gasparini,Piano Piano,12,39,,,,
1985,Turkey,MFO,Di Dai Di Dai Dai (a'sik Oldum),14,36,,,,
1985,United Kingdom,Vikki,Love Is...,4,100,,,,
1986,Austria,Timna Brauer,Die Zeit Ist Einsam,18,12,,,,
1986,Belgium,Sandra Kim,J'aime La Vie,1,176,,,,
1986,Cyprus,Elpida,Tora Zo,20,4,,,,
1986,Denmark,Lise Haavik and Trax,Du Er Fuld Af Logn,6,77,,,,
1986,Finland,Kari Kuivalainen,Paiva Kahden Ihmisen,15,22,,,,
1986,France,Cocktail Chic,Europeennes,17,13,,,,
1986,Germany,Ingrid Peters,Uber Die Brucke Geh'n,8,62,,,,
1986,Iceland,Icy,Gledibankinn,16,19,,,,
1986,Ireland,Luv Bug,You Can Count On Me,4,96,,,,
1986,Israel,Moti Galadi and Sarai Tzuriel,Yavoh Yom,19,7,,,,
1986,Luxembourg,Sherisse Laurence,L'amour De Ma Vie,3,117,,,,
1986,Netherlands,Frizzle Sizzle,Alles Heeft Ritme,13,40,,,,
1986,Norway,Ketil Stokkan,Romeo,12,44,,,,
1986,Portugal,Dora,Nao Sejas Mau Para Mim,14,28,,,,
1986,Spain,Cadillac,Valentino,10,51,,,,
1986,Sweden,Lasse Holm and Monica Tornell,E' De' Det Har Du Kallar Karlek,5,78,,,,
1986,Switzerland,Daniela Simons,Pas Pour Moi,2,140,,,,
1986,Turkey,Klips ve Onlar,Halley,9,53,,,,
1986,United Kingdom,Ryder,Runner In The Night,7,72,,,,
1986,Yugoslavia,Doris Dragovic,Zeljo Moja,11,49,,,,
1987,Austria,Gary Lux,Nur Noch Gefuhl,20,8,,,,
1987,Belgium,Liliane Saint-Pierre,Soldiers Of Love,11,56,,,,
1987,Cyprus,Alexia,Aspro Mavro,7,80,,,,
1987,Denmark,Anne-Catherine Herdorf and Bandjo,En Lille Melodi,5,83,,,,
1987,Finland,Vicky Rosti,Sata Salamaa,15,32,,,,
1987,France,Christine Minier,Les Mots D'amour N'ont Pas De Dimanche,14,44,,,,
1987,Germany,Wind,Lass Die Sonne In Dein Herz,2,141,,,,
1987,Greece,Bang,Stop!,10,64,,,,
1987,Iceland,Halla Margaret,Haegt Og Hljott,16,28,,,,
1987,Ireland,Johnny Logan,Hold Me Now,1,172,,,,
1987,Israel,Datner and Kushnir,Shir Habatlanim,8,73,,,,
